,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won
0,soccer/world/world-cup-2006/italy-france-4Y9TBwM5,09.07.2006,Italy,France,2:1,2.57,2.79,3.18,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-09,2006-07,world,2006,world-cup,1,0.0,2.57,True
1,soccer/world/world-cup-2006/germany-portugal-MPnHCJ6a,08.07.2006,Germany,Portugal,3:1,1.83,3.36,4.31,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-08,2006-07,world,2006,world-cup,1,0.0,1.83,True
2,soccer/world/world-cup-2006/portugal-france-hjrDDaig,05.07.2006,Portugal,France,0:1,3.84,2.87,2.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-05,2006-07,world,2006,world-cup,2,2.0,2.14,True
3,soccer/world/world-cup-2006/germany-italy-Eaq9Euxm,04.07.2006,Germany,Italy,0:2,2.43,2.87,3.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-04,2006-07,world,2006,world-cup,2,2.0,3.21,False
4,soccer/world/world-cup-2006/brazil-france-Wzf4FLMt,01.07.2006,Brazil,France,0:1,1.74,3.34,5.04,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-01,2006-07,world,2006,world-cup,2,2.0,5.04,False
5,soccer/world/world-cup-2006/england-portugal-fF2xK1EP,01.07.2006,England,Portugal,0:1,2.11,3.02,3.7,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-01,2006-07,world,2006,world-cup,2,2.0,3.7,False
6,soccer/world/world-cup-2006/germany-argentina-b3irdbMI,30.06.2006,Germany,Argentina,2:1,2.55,3.0,2.89,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-30,2006-06,world,2006,world-cup,1,0.0,2.55,True
7,soccer/world/world-cup-2006/italy-ukraine-xfjneIyP,30.06.2006,Italy,Ukraine,3:0,1.58,3.4,6.86,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-30,2006-06,world,2006,world-cup,1,0.0,1.58,True
8,soccer/world/world-cup-2006/brazil-ghana-hjMsbKi6,27.06.2006,Brazil,Ghana,3:0,1.26,5.23,10.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-27,2006-06,world,2006,world-cup,1,0.0,1.26,True
9,soccer/world/world-cup-2006/spain-france-WtLocv7C,27.06.2006,Spain,France,1:3,2.33,3.0,3.19,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-27,2006-06,world,2006,world-cup,2,2.0,3.19,False
10,soccer/world/world-cup-2006/italy-australia-t8fRatNg,26.06.2006,Italy,Australia,1:0,1.53,3.72,6.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-26,2006-06,world,2006,world-cup,1,0.0,1.53,True
11,soccer/world/world-cup-2006/switzerland-ukraine-bTMwa0x0,26.06.2006,Switzerland,Ukraine,0:1,2.4,3.01,3.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-26,2006-06,world,2006,world-cup,2,2.0,3.14,False
12,soccer/world/world-cup-2006/england-ecuador-Kh6I12hs,25.06.2006,England,Ecuador,1:0,1.5,3.78,6.99,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-25,2006-06,world,2006,world-cup,1,0.0,1.5,True
13,soccer/world/world-cup-2006/portugal-netherlands-bq5M0M7m,25.06.2006,Portugal,Netherlands,1:0,3.11,3.05,2.38,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-25,2006-06,world,2006,world-cup,1,0.0,3.11,False
14,soccer/world/world-cup-2006/argentina-mexico-S0Ej6rpQ,24.06.2006,Argentina,Mexico,2:1,1.36,4.2,10.01,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-24,2006-06,world,2006,world-cup,1,0.0,1.36,True
15,soccer/world/world-cup-2006/germany-sweden-lAFn7OUJ,24.06.2006,Germany,Sweden,2:0,1.63,3.51,5.73,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-24,2006-06,world,2006,world-cup,1,0.0,1.63,True
16,soccer/world/world-cup-2010/chile-spain-2BA24QMq,25.06.2010,Chile,Spain,1:2,6.84,4.12,1.5,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-25,2010-06,world,2010,world-cup,2,2.0,1.5,True
17,soccer/world/world-cup-2010/switzerland-honduras-QomZLhhH,25.06.2010,Switzerland,Honduras,0:0,1.54,3.97,6.5,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-25,2010-06,world,2010,world-cup,N,1.0,3.97,False
18,soccer/world/world-cup-2010/north-korea-ivory-coast-niU1RdOu,25.06.2010,North Korea,Ivory Coast,0:3,9.17,4.93,1.34,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-25,2010-06,world,2010,world-cup,2,2.0,1.34,True
19,soccer/world/world-cup-2010/portugal-brazil-QsT5QGwn,25.06.2010,Portugal,Brazil,0:0,3.51,2.92,2.35,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-25,2010-06,world,2010,world-cup,N,1.0,2.92,False
20,soccer/world/world-cup-2010/paraguay-new-zealand-EJsW9eg5,24.06.2010,Paraguay,New Zealand,0:0,1.39,4.37,9.41,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-24,2010-06,world,2010,world-cup,N,1.0,4.37,False
21,soccer/world/world-cup-2010/slovakia-italy-WAKJAyva,24.06.2010,Slovakia,Italy,3:2,6.86,3.78,1.55,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-24,2010-06,world,2010,world-cup,1,0.0,6.86,False
22,soccer/world/world-cup-2010/cameroon-netherlands-8lTlgz9O,24.06.2010,Cameroon,Netherlands,1:2,5.34,3.7,1.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-24,2010-06,world,2010,world-cup,2,2.0,1.67,True
23,soccer/world/world-cup-2010/denmark-japan-UcUpfGgI,24.06.2010,Denmark,Japan,1:3,2.24,3.21,3.36,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-24,2010-06,world,2010,world-cup,2,2.0,3.36,False
24,soccer/world/world-cup-2010/australia-serbia-Kpne6t2J,23.06.2010,Australia,Serbia,2:1,4.33,3.54,1.85,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-23,2010-06,world,2010,world-cup,1,0.0,4.33,False
25,soccer/world/world-cup-2010/ghana-germany-Cfc6clbJ,23.06.2010,Ghana,Germany,0:1,7.68,4.27,1.45,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-23,2010-06,world,2010,world-cup,2,2.0,1.45,True
26,soccer/world/world-cup-2010/slovenia-england-ImKFpBED,23.06.2010,Slovenia,England,0:1,8.01,4.27,1.43,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-23,2010-06,world,2010,world-cup,2,2.0,1.43,True
27,soccer/world/world-cup-2010/usa-algeria-lCzA8E6K,23.06.2010,USA,Algeria,1:0,1.86,3.57,4.21,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-23,2010-06,world,2010,world-cup,1,0.0,1.86,True
28,soccer/world/world-cup-2010/greece-argentina-61p693oc,22.06.2010,Greece,Argentina,0:2,7.35,4.13,1.47,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-22,2010-06,world,2010,world-cup,2,2.0,1.47,True
29,soccer/world/world-cup-2010/nigeria-south-korea-0vrFpK8d,22.06.2010,Nigeria,South Korea,2:2,2.91,3.31,2.43,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-22,2010-06,world,2010,world-cup,N,1.0,3.31,False
30,soccer/world/world-cup-2010/france-south-africa-zVXBepHc,22.06.2010,France,South Africa,1:2,2.09,3.44,3.47,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-22,2010-06,world,2010,world-cup,2,2.0,3.47,False
31,soccer/world/world-cup-2010/mexico-uruguay-dvZ7dQ1i,22.06.2010,Mexico,Uruguay,0:1,3.69,1.94,3.64,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-22,2010-06,world,2010,world-cup,2,2.0,3.64,False
32,soccer/world/world-cup-2010/chile-switzerland-E3LINEN4,21.06.2010,Chile,Switzerland,1:0,2.15,3.15,3.66,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-21,2010-06,world,2010,world-cup,1,0.0,2.15,True
33,soccer/world/world-cup-2010/spain-honduras-dCrVMYxB,21.06.2010,Spain,Honduras,2:0,1.11,8.58,24.11,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-21,2010-06,world,2010,world-cup,1,0.0,1.11,True
34,soccer/world/world-cup-2010/portugal-north-korea-raZn6DhU,21.06.2010,Portugal,North Korea,7:0,1.36,4.49,10.0,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-21,2010-06,world,2010,world-cup,1,0.0,1.36,True
35,soccer/world/world-cup-2010/brazil-ivory-coast-48zq7gwO,20.06.2010,Brazil,Ivory Coast,3:1,1.73,3.44,5.36,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-20,2010-06,world,2010,world-cup,1,0.0,1.73,True
36,soccer/world/world-cup-2010/italy-new-zealand-OpLFBHOh,20.06.2010,Italy,New Zealand,1:1,1.21,5.89,16.61,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-20,2010-06,world,2010,world-cup,N,1.0,5.89,False
37,soccer/world/world-cup-2010/slovakia-paraguay-pfMBCc9n,20.06.2010,Slovakia,Paraguay,0:2,3.83,3.2,2.06,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-20,2010-06,world,2010,world-cup,2,2.0,2.06,True
38,soccer/world/world-cup-2010/cameroon-denmark-CMZuedvC,19.06.2010,Cameroon,Denmark,1:2,2.87,3.2,2.54,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-19,2010-06,world,2010,world-cup,2,2.0,2.54,True
39,soccer/world/world-cup-2010/netherlands-japan-YVzxdxP5,19.06.2010,Netherlands,Japan,1:0,1.43,4.12,8.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-19,2010-06,world,2010,world-cup,1,0.0,1.43,True
40,soccer/world/world-cup-2010/ghana-australia-4UgbaAT6,19.06.2010,Ghana,Australia,1:1,2.31,3.15,3.25,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-19,2010-06,world,2010,world-cup,N,1.0,3.15,False
41,soccer/world/world-cup-2010/germany-serbia-Qwef0jE0,18.06.2010,Germany,Serbia,0:1,1.63,3.73,5.79,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-18,2010-06,world,2010,world-cup,2,2.0,5.79,False
42,soccer/world/world-cup-2010/england-algeria-dYV6nXq1,18.06.2010,England,Algeria,0:0,1.22,5.84,15.2,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-18,2010-06,world,2010,world-cup,N,1.0,5.84,False
43,soccer/world/world-cup-2010/slovenia-usa-jyTblgFl,18.06.2010,Slovenia,USA,2:2,3.69,3.18,2.12,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-18,2010-06,world,2010,world-cup,N,1.0,3.18,False
44,soccer/world/world-cup-2010/argentina-south-korea-SCU7ntvp,17.06.2010,Argentina,South Korea,4:1,1.5,3.85,7.68,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-17,2010-06,world,2010,world-cup,1,0.0,1.5,True
45,soccer/world/world-cup-2010/greece-nigeria-MmqBo0gj,17.06.2010,Greece,Nigeria,2:1,3.81,3.17,2.09,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-17,2010-06,world,2010,world-cup,1,0.0,3.81,False
46,soccer/world/world-cup-2010/france-mexico-vJMHXtPj,17.06.2010,France,Mexico,0:2,2.08,3.13,3.86,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-17,2010-06,world,2010,world-cup,2,2.0,3.86,False
47,soccer/world/world-cup-2010/honduras-chile-WvWDOf8b,16.06.2010,Honduras,Chile,0:1,5.77,3.44,1.69,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-16,2010-06,world,2010,world-cup,2,2.0,1.69,True
48,soccer/world/world-cup-2010/spain-switzerland-K4S9Pzgh,16.06.2010,Spain,Switzerland,0:1,1.27,5.19,13.8,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-16,2010-06,world,2010,world-cup,2,2.0,13.8,False
49,soccer/world/world-cup-2010/south-africa-uruguay-SrJDYM9p,16.06.2010,South Africa,Uruguay,0:3,3.28,3.04,2.38,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-16,2010-06,world,2010,world-cup,2,2.0,2.38,True
50,soccer/world/world-cup-2010/brazil-north-korea-Aoyu8ZNH,15.06.2010,Brazil,North Korea,2:1,1.1,9.3,29.85,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-15,2010-06,world,2010,world-cup,1,0.0,1.1,True
51,soccer/world/world-cup-2010/ivory-coast-portugal-drXz9F8B,15.06.2010,Ivory Coast,Portugal,0:0,3.79,3.18,2.09,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-15,2010-06,world,2010,world-cup,N,1.0,3.18,False
52,soccer/world/world-cup-2010/new-zealand-slovakia-2VW6Dwft,15.06.2010,New Zealand,Slovakia,1:1,7.55,3.87,1.5,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-15,2010-06,world,2010,world-cup,N,1.0,3.87,False
53,soccer/world/world-cup-2010/italy-paraguay-Q9uuIJoP,14.06.2010,Italy,Paraguay,1:1,2.12,3.01,3.85,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-14,2010-06,world,2010,world-cup,N,1.0,3.01,False
54,soccer/world/world-cup-2010/japan-cameroon-CrRZbbfg,14.06.2010,Japan,Cameroon,1:0,3.64,3.12,2.16,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-14,2010-06,world,2010,world-cup,1,0.0,3.64,False
55,soccer/world/world-cup-2010/netherlands-denmark-UJyVavum,14.06.2010,Netherlands,Denmark,2:0,1.51,3.94,7.07,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-14,2010-06,world,2010,world-cup,1,0.0,1.51,True
56,soccer/world/world-cup-2010/germany-australia-2JGp2Cql,13.06.2010,Germany,Australia,4:0,1.52,3.86,7.17,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-13,2010-06,world,2010,world-cup,1,0.0,1.52,True
57,soccer/world/world-cup-2010/serbia-ghana-8dHt3hUs,13.06.2010,Serbia,Ghana,0:1,2.01,3.22,4.03,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-13,2010-06,world,2010,world-cup,2,2.0,4.03,False
58,soccer/world/world-cup-2010/algeria-slovenia-8S5nkZar,13.06.2010,Algeria,Slovenia,0:1,3.69,3.14,2.13,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-13,2010-06,world,2010,world-cup,2,2.0,2.13,True
59,soccer/world/world-cup-2010/england-usa-ERmE7sG9,12.06.2010,England,USA,1:1,1.5,4.05,6.94,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-12,2010-06,world,2010,world-cup,N,1.0,4.05,False
60,soccer/world/world-cup-2010/argentina-nigeria-QJQOhr1G,12.06.2010,Argentina,Nigeria,1:0,1.39,4.4,8.96,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-12,2010-06,world,2010,world-cup,1,0.0,1.39,True
61,soccer/world/world-cup-2010/south-korea-greece-WdRKgOoA,12.06.2010,South Korea,Greece,2:0,2.69,2.99,2.87,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-12,2010-06,world,2010,world-cup,1,0.0,2.69,True
62,soccer/world/world-cup-2010/south-africa-mexico-EywwuPWG,11.06.2010,South Africa,Mexico,1:1,2.95,3.11,2.54,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-11,2010-06,world,2010,world-cup,N,1.0,3.11,False
63,soccer/world/world-cup-2010/uruguay-france-rBssvqnN,11.06.2010,Uruguay,France,0:0,3.53,3.16,2.19,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j,2010-06-11,2010-06,world,2010,world-cup,N,1.0,3.16,False
64,soccer/world/world-cup-2010/netherlands-spain-ILP9hhls,11.07.2010,Netherlands,Spain,0:1,3.82,3.36,2.03,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=lxOVoutChttps://www.betexplorer.com/soccer/world/world-cup-2014/results/?stage=61tCiOIs,2010-07-11,2010-07,world,2010,world-cup,2,2.0,2.03,True
65,soccer/world/world-cup-2010/uruguay-germany-dCODiC3m,10.07.2010,Uruguay,Germany,2:3,3.87,3.61,1.92,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=lxOVoutChttps://www.betexplorer.com/soccer/world/world-cup-2014/results/?stage=61tCiOIs,2010-07-10,2010-07,world,2010,world-cup,2,2.0,1.92,True
66,soccer/world/world-cup-2010/germany-spain-Iux5u3I2,07.07.2010,Germany,Spain,0:1,2.78,3.33,2.55,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=lxOVoutChttps://www.betexplorer.com/soccer/world/world-cup-2014/results/?stage=61tCiOIs,2010-07-07,2010-07,world,2010,world-cup,2,2.0,2.55,True
67,soccer/world/world-cup-2010/uruguay-netherlands-04odn2C3,06.07.2010,Uruguay,Netherlands,2:3,5.51,3.5,1.7,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=lxOVoutChttps://www.betexplorer.com/soccer/world/world-cup-2014/results/?stage=61tCiOIs,2010-07-06,2010-07,world,2010,world-cup,2,2.0,1.7,True
68,soccer/world/world-cup-2010/argentina-germany-O4Ji0h8m,03.07.2010,Argentina,Germany,0:4,2.31,3.25,3.18,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=lxOVoutChttps://www.betexplorer.com/soccer/world/world-cup-2014/results/?stage=61tCiOIs,2010-07-03,2010-07,world,2010,world-cup,2,2.0,3.18,False
