oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won,home_team_rank_FIFA,away_team_rank_FIFA,home_score,away_score,diff_score,home_points,away_points
soccer/world/friendly-international-2015/jordan-iraq-djny9NAi,03.10.2015,Jordan,Iraq,3:0,2.48,2.92,2.91,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-10-03,2015-10,world,2015,friendly-international,1,0.0,2.48,True,95.25,89.75,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2015/argentina-mexico-6warL3PD,09.09.2015,Argentina,Mexico,2:2,1.56,4.02,5.59,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-09,2015-09,world,2015,friendly-international,N,1.0,4.02,False,1.8333333333333333,24.166666666666668,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/colombia-peru-hE5QW3DU,09.09.2015,Colombia,Peru,1:1,1.88,3.26,4.32,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-09,2015-09,world,2015,friendly-international,N,1.0,3.26,False,4.416666666666667,54.666666666666664,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/costa-rica-uruguay-UBzyi7bn,09.09.2015,Costa Rica,Uruguay,1:0,2.98,3.03,2.46,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-09,2015-09,world,2015,friendly-international,1,0.0,2.98,False,26.916666666666668,12.0,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/usa-brazil-2PYrkoTb,09.09.2015,USA,Brazil,1:4,3.91,3.6,1.88,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-09,2015-09,world,2015,friendly-international,2,2.0,1.88,True,29.75,5.833333333333333,1.0,4.0,3.0,0.0,3.0
soccer/world/friendly-international-2015/ecuador-honduras-OYZvjRDh,08.09.2015,Ecuador,Honduras,2:0,1.46,4.06,6.79,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-08,2015-09,world,2015,friendly-international,1,0.0,1.46,True,29.416666666666668,82.0,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/south-africa-senegal-GANLUMBI,08.09.2015,South Africa,Senegal,1:0,2.43,3.0,2.87,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-08,2015-09,world,2015,friendly-international,1,0.0,2.43,True,65.41666666666667,37.666666666666664,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/venezuela-panama-K0Tml5r5,08.09.2015,Venezuela,Panama,1:1,2.14,3.13,3.49,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-08,2015-09,world,2015,friendly-international,N,1.0,3.13,False,68.83333333333333,59.75,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/zambia-gabon-CKwIjYri,08.09.2015,Zambia,Gabon,1:1,1.98,3.0,3.92,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-08,2015-09,world,2015,friendly-international,N,1.0,3.0,False,65.83333333333333,62.416666666666664,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/france-serbia-8GvAzfM7,07.09.2015,France,Serbia,2:1,1.47,3.98,7.52,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-07,2015-09,world,2015,friendly-international,1,0.0,1.47,True,16.166666666666668,49.416666666666664,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/myanmar-new-zealand-6c3EZ5TB,07.09.2015,Myanmar,New Zealand,1:1,7.31,4.25,1.43,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-07,2015-09,world,2015,friendly-international,N,1.0,4.25,False,155.16666666666666,141.33333333333334,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/argentina-bolivia-QyFCHAv4,05.09.2015,Argentina,Bolivia,7:0,1.26,5.63,10.89,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-05,2015-09,world,2015,friendly-international,1,0.0,1.26,True,1.8333333333333333,79.41666666666667,7.0,0.0,7.0,3.0,0.0
soccer/world/friendly-international-2015/chile-paraguay-AV95ySba,05.09.2015,Chile,Paraguay,3:2,1.57,3.86,5.81,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-05,2015-09,world,2015,friendly-international,1,0.0,1.57,True,11.833333333333334,67.08333333333333,3.0,2.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/costa-rica-brazil-xSOsoUCS,05.09.2015,Costa Rica,Brazil,0:1,6.96,4.42,1.42,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-05,2015-09,world,2015,friendly-international,2,2.0,1.42,True,26.916666666666668,5.833333333333333,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/panama-uruguay-hzuoYhh7,05.09.2015,Panama,Uruguay,0:1,2.95,3.06,2.46,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-05,2015-09,world,2015,friendly-international,2,2.0,2.46,True,59.75,12.0,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/usa-peru-6wqkXC7D,05.09.2015,USA,Peru,2:1,2.45,3.13,2.96,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-05,2015-09,world,2015,friendly-international,1,0.0,2.45,True,29.75,54.666666666666664,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/portugal-france-UPu6yz71,04.09.2015,Portugal,France,0:1,2.96,3.13,2.48,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-04,2015-09,world,2015,friendly-international,2,2.0,2.48,True,6.333333333333333,16.166666666666668,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/venezuela-honduras-KjUxnAcM,04.09.2015,Venezuela,Honduras,0:3,2.05,3.25,3.63,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-04,2015-09,world,2015,friendly-international,2,2.0,3.63,False,68.83333333333333,82.0,0.0,3.0,3.0,0.0,3.0
soccer/world/friendly-international-2015/philippines-maldives-MXuoluNh,03.09.2015,Philippines,Maldives,2:0,1.43,4.35,7.11,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-03,2015-09,world,2015,friendly-international,1,0.0,1.43,True,132.16666666666666,157.33333333333334,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/thailand-afghanistan-IHhHsQ1e,03.09.2015,Thailand,Afghanistan,2:0,1.29,5.08,9.53,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-09-03,2015-09,world,2015,friendly-international,1,0.0,1.29,True,140.0,141.5,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/india-nepal-t0VYnjrG,31.08.2015,India,Nepal,0:0,1.22,5.46,12.5,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-08-31,2015-08,world,2015,friendly-international,N,1.0,5.46,False,160.16666666666666,184.91666666666666,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/lebanon-palestine-rssskL7n,31.08.2015,Lebanon,Palestine,0:0,2.0,3.27,3.41,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-08-31,2015-08,world,2015,friendly-international,N,1.0,3.27,False,135.33333333333334,128.16666666666666,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/malaysia-bangladesh-lKswj1ht,29.08.2015,Malaysia,Bangladesh,0:0,1.45,4.0,5.95,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-08-29,2015-08,world,2015,friendly-international,N,1.0,4.0,False,164.16666666666666,170.16666666666666,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/oman-yemen-UuUzvzrl,28.08.2015,Oman,Yemen,1:0,1.39,4.01,7.91,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-08-28,2015-08,world,2015,friendly-international,1,0.0,1.39,True,97.83333333333333,173.83333333333334,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/qatar-singapore-GEyKwpYG,28.08.2015,Qatar,Singapore,4:0,1.18,5.7,12.78,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-08-28,2015-08,world,2015,friendly-international,1,0.0,1.18,True,96.08333333333333,155.33333333333334,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/usa-guatemala-SlVYZmsU,04.07.2015,USA,Guatemala,4:0,1.17,6.93,14.82,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-07-04,2015-07,world,2015,friendly-international,1,0.0,1.17,True,29.75,90.66666666666667,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/honduras-mexico-jLghpUYn,02.07.2015,Honduras,Mexico,0:0,5.33,3.81,1.61,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-07-02,2015-07,world,2015,friendly-international,N,1.0,3.81,False,82.0,24.166666666666668,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/mexico-costa-rica-dbfloAJt,28.06.2015,Mexico,Costa Rica,2:2,1.72,3.58,4.84,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-28,2015-06,world,2015,friendly-international,N,1.0,3.58,False,24.166666666666668,26.916666666666668,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/italy-portugal-Op0JqIpD,16.06.2015,Italy,Portugal,0:1,2.42,3.07,3.08,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-16,2015-06,world,2015,friendly-international,2,2.0,3.08,False,13.833333333333334,6.333333333333333,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/poland-greece-xOxGvQIA,16.06.2015,Poland,Greece,0:0,1.82,3.34,4.61,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-16,2015-06,world,2015,friendly-international,N,1.0,3.34,False,35.75,33.5,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/south-africa-angola-hzB0dKnD,16.06.2015,South Africa,Angola,2:1,2.08,3.06,3.73,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-16,2015-06,world,2015,friendly-international,1,0.0,2.08,True,65.41666666666667,90.33333333333333,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/albania-france-n1j1xGie,13.06.2015,Albania,France,1:0,7.29,3.96,1.48,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-13,2015-06,world,2015,friendly-international,1,0.0,7.29,False,44.666666666666664,16.166666666666668,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/brazil-honduras-jLXMUlZa,11.06.2015,Brazil,Honduras,1:0,1.11,9.1,20.68,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-11,2015-06,world,2015,friendly-international,1,0.0,1.11,True,5.833333333333333,82.0,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/japan-iraq-YqNRT8l6,11.06.2015,Japan,Iraq,4:0,1.3,4.89,10.61,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-11,2015-06,world,2015,friendly-international,1,0.0,1.3,True,53.0,89.75,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/south-korea-united-arab-emirates-IXOwR6YO,11.06.2015,South Korea,United Arab Emirates,3:0,1.84,3.35,4.4,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-11,2015-06,world,2015,friendly-international,1,0.0,1.84,True,55.5,69.58333333333333,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2015/spain-costa-rica-vsQZRnJI,11.06.2015,Spain,Costa Rica,2:1,1.34,5.09,8.28,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-11,2015-06,world,2015,friendly-international,1,0.0,1.34,True,9.083333333333334,26.916666666666668,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/uzbekistan-iran-pKQVSS3C,11.06.2015,Uzbekistan,Iran,0:1,2.76,2.88,2.77,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-11,2015-06,world,2015,friendly-international,2,2.0,2.77,False,73.25,41.75,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/germany-usa-61TFYBTk,10.06.2015,Germany,USA,1:2,1.52,4.44,5.74,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-10,2015-06,world,2015,friendly-international,2,2.0,5.74,False,1.8333333333333333,29.75,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/switzerland-liechtenstein-0r1heKgE,10.06.2015,Switzerland,Liechtenstein,3:0,1.05,12.8,29.83,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-10,2015-06,world,2015,friendly-international,1,0.0,1.05,True,12.583333333333334,141.33333333333334,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2015/finland-estonia-CUYIVUJg,09.06.2015,Finland,Estonia,0:2,1.56,3.77,6.29,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-09,2015-06,world,2015,friendly-international,2,2.0,6.29,False,74.08333333333333,86.83333333333333,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2015/georgia-ukraine-0nJ2zzgj,09.06.2015,Georgia,Ukraine,1:2,7.53,4.17,1.45,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-09,2015-06,world,2015,friendly-international,2,2.0,1.45,True,132.58333333333334,29.25,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/luxembourg-moldova-jT70Yp2E,09.06.2015,Luxembourg,Moldova,0:0,2.78,3.03,2.66,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-09,2015-06,world,2015,friendly-international,N,1.0,3.03,False,138.25,128.91666666666666,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/uganda-gambia-EDedXTKD,09.06.2015,Uganda,Gambia,1:1,1.51,3.8,6.41,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-09,2015-06,world,2015,friendly-international,N,1.0,3.8,False,72.08333333333333,158.25,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/denmark-montenegro-nuDAWzHD,08.06.2015,Denmark,Montenegro,2:1,1.66,3.63,5.36,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,1,0.0,1.66,True,29.0,73.0,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/egypt-malawi-pQuUzURN,08.06.2015,Egypt,Malawi,2:1,1.36,4.44,9.32,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,1,0.0,1.36,True,54.416666666666664,97.5,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/ghana-togo-t0PuGUkN,08.06.2015,Ghana,Togo,1:0,1.39,4.37,8.15,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,1,0.0,1.39,True,28.25,79.5,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/malta-lithuania-4Ocdqllg,08.06.2015,Malta,Lithuania,2:0,3.54,3.18,2.12,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,1,0.0,3.54,False,153.16666666666666,105.66666666666667,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/norway-sweden-Ycncwdxk,08.06.2015,Norway,Sweden,0:0,3.03,3.2,2.39,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,N,1.0,3.2,False,62.333333333333336,40.083333333333336,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/turkey-bulgaria-reUEWA4m,08.06.2015,Turkey,Bulgaria,4:0,1.73,3.62,4.83,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-08,2015-06,world,2015,friendly-international,1,0.0,1.73,True,44.333333333333336,68.58333333333333,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/argentina-bolivia-4dHkya2r,07.06.2015,Argentina,Bolivia,5:0,1.2,6.45,14.01,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,1,0.0,1.2,True,1.8333333333333333,79.41666666666667,5.0,0.0,5.0,3.0,0.0
soccer/world/friendly-international-2015/brazil-mexico-jDJ1Ydn1,07.06.2015,Brazil,Mexico,2:0,1.43,4.42,7.23,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,1,0.0,1.43,True,5.833333333333333,24.166666666666668,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/france-belgium-8lE6XG17,07.06.2015,France,Belgium,3:4,1.87,3.49,4.21,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,2,2.0,4.21,False,16.166666666666668,2.6666666666666665,3.0,4.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/ireland-england-vymgvxNr,07.06.2015,Ireland,England,0:0,3.79,3.28,2.05,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,N,1.0,3.28,False,47.625,11.916666666666666,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/paraguay-honduras-IaLgzJHl,07.06.2015,Paraguay,Honduras,2:2,1.68,3.54,5.23,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,N,1.0,3.54,False,67.08333333333333,82.0,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/russia-belarus-44VAXjks,07.06.2015,Russia,Belarus,4:2,1.55,3.84,6.23,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,1,0.0,1.55,True,28.833333333333332,89.33333333333333,4.0,2.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/serbia-azerbaijan-bNhrxXtQ,07.06.2015,Serbia,Azerbaijan,4:1,1.33,4.92,9.1,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,1,0.0,1.33,True,49.416666666666664,117.75,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2015/uruguay-guatemala-fBeFpbV6,07.06.2015,Uruguay,Guatemala,5:1,1.16,7.06,16.03,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-07,2015-06,world,2015,friendly-international,1,0.0,1.16,True,12.0,90.66666666666667,5.0,1.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/burkina-faso-cameroon-WMyQyACH,06.06.2015,Burkina Faso,Cameroon,2:3,3.86,3.1,2.02,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-06,2015-06,world,2015,friendly-international,2,2.0,2.02,True,72.66666666666667,47.083333333333336,2.0,3.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/chile-el-salvador-Aw2iq8Ab,06.06.2015,Chile,El Salvador,1:0,1.11,8.67,20.39,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-06,2015-06,world,2015,friendly-international,1,0.0,1.11,True,11.833333333333334,92.91666666666667,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/colombia-costa-rica-pKlvwDRJ,06.06.2015,Colombia,Costa Rica,1:0,1.48,4.04,6.98,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-06,2015-06,world,2015,friendly-international,1,0.0,1.48,True,4.416666666666667,26.916666666666668,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/ecuador-panama-CMKcZxXf,06.06.2015,Ecuador,Panama,4:0,1.63,3.66,5.34,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-06,2015-06,world,2015,friendly-international,1,0.0,1.63,True,29.416666666666668,59.75,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/malaysia-hong-kong-MR0Q2720,06.06.2015,Malaysia,Hong Kong,0:0,1.67,3.71,4.74,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-06,2015-06,world,2015,friendly-international,N,1.0,3.71,False,164.16666666666666,155.25,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/hungary-lithuania-WG0dETlJ,05.06.2015,Hungary,Lithuania,4:0,1.53,3.79,6.59,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,1,0.0,1.53,True,38.0,105.66666666666667,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2015/jordan-kuwait-OADDCLPl,05.06.2015,Jordan,Kuwait,2:2,2.55,2.98,2.87,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,N,1.0,2.98,False,95.25,127.66666666666667,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/netherlands-usa-EuxSOnQ6,05.06.2015,Netherlands,USA,3:4,1.51,4.09,6.4,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,2,2.0,6.4,False,8.833333333333334,29.75,3.0,4.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/oman-syria-21CHBuue,05.06.2015,Oman,Syria,1:2,2.07,3.09,3.71,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,2,2.0,3.71,False,97.83333333333333,130.0,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/scotland-qatar-x0xMxjcB,05.06.2015,Scotland,Qatar,1:0,1.42,4.28,7.8,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,1,0.0,1.42,True,35.666666666666664,96.08333333333333,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/thailand-bahrain-tnO8D1Ar,05.06.2015,Thailand,Bahrain,1:1,2.36,3.03,3.09,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-05,2015-06,world,2015,friendly-international,N,1.0,3.03,False,140.0,111.5,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/panama-ecuador-p84Hg7I9,04.06.2015,Panama,Ecuador,1:1,2.87,3.22,2.46,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-04,2015-06,world,2015,friendly-international,N,1.0,3.22,False,59.75,29.416666666666668,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/peru-mexico-Ob3LhRXF,04.06.2015,Peru,Mexico,1:1,2.67,3.11,2.64,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-04,2015-06,world,2015,friendly-international,N,1.0,3.11,False,54.666666666666664,24.166666666666668,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/bangladesh-afghanistan-raMSiV3C,02.06.2015,Bangladesh,Afghanistan,1:1,4.15,3.45,1.8,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-06-02,2015-06,world,2015,friendly-international,N,1.0,3.45,False,170.16666666666666,141.5,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/honduras-el-salvador-W0SBf60U,31.05.2015,Honduras,El Salvador,2:0,2.01,3.26,3.6,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-31,2015-05,world,2015,friendly-international,1,0.0,2.01,True,82.0,92.91666666666667,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/mexico-guatemala-IcO7enoO,31.05.2015,Mexico,Guatemala,3:0,1.2,6.14,11.26,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-31,2015-05,world,2015,friendly-international,1,0.0,1.2,True,24.166666666666668,90.66666666666667,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2015/northern-ireland-qatar-tYrDvCSb,31.05.2015,Northern Ireland,Qatar,1:1,2.06,3.17,3.52,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-31,2015-05,world,2015,friendly-international,N,1.0,3.17,False,40.083333333333336,96.08333333333333,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/jordan-lebanon-reUnbhm1,30.05.2015,Jordan,Lebanon,0:0,1.6,3.51,5.48,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-30,2015-05,world,2015,friendly-international,N,1.0,3.51,False,95.25,135.33333333333334,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/thailand-north-korea-OCQQpa2n,20.05.2015,Thailand,North Korea,0:1,2.06,3.32,3.48,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-20,2015-05,world,2015,friendly-international,2,2.0,3.48,False,140.0,136.91666666666666,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2015/kazakhstan-burkina-faso-WMFfMUCU,12.05.2015,Kazakhstan,Burkina Faso,0:0,1.5,4.0,6.08,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-05-12,2015-05,world,2015,friendly-international,N,1.0,4.0,False,137.16666666666666,72.66666666666667,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2015/usa-mexico-0xYNPSA0,16.04.2015,USA,Mexico,2:0,2.43,3.14,2.94,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-04-16,2015-04,world,2015,friendly-international,1,0.0,2.43,True,29.75,24.166666666666668,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2015/argentina-ecuador-OUNVlpaJ,01.04.2015,Argentina,Ecuador,2:1,1.53,3.97,6.28,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-04-01,2015-04,world,2015,friendly-international,1,0.0,1.53,True,1.8333333333333333,29.416666666666668,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2015/el-salvador-guatemala-4Qr6hrAj,01.04.2015,El Salvador,Guatemala,0:0,2.8,3.09,2.58,https://www.betexplorer.com/soccer/world/friendly-international-2015/results/?month=2015-01,2015-04-01,2015-04,world,2015,friendly-international,N,1.0,3.09,False,92.91666666666667,90.66666666666667,0.0,0.0,0.0,1.0,1.0
